FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
278L53YO,,0,0,1,1,0,50,3,0,68,3,0,0,0,69,26
847W76LW,,0,1,1,0,0,15,8,1,47,6,0,1,0,69,125
348P38RP,,0,1,1,1,1,15,3,0,48,3,0,1,0,59,50
349D02SP,,0,0,1,1,0,50,1,0,63,3,1,0,0,73,167
749Q78MO,,0,1,0,0,0,15,3,0,54,5,0,1,0,0,0
122N26LJ,,0,1,1,1,1,15,10,0,62,3,1,1,0,68,79
267U76BF,,0,0,1,1,1,25,6,0,61,3,0,0,0,67,153
020X03VQ,,0,1,1,1,1,50,3,0,39,4,0,1,0,57,139
798Z65WF,,1,0,1,1,1,15,8,1,72,1,1,1,0,61,50
405I99RC,,0,1,1,0,1,15,9,1,80,6,0,1,0,57,152
158R00GL,,0,0,0,1,1,15,10,0,83,4,1,1,0,22,216
915N85JK,,0,1,0,1,0,25,4,0,63,3,1,0,0,42,224
672H78NY,,0,1,1,1,1,25,9,1,76,4,0,1,0,49,179
161P38CJ,,1,0,0,0,0,25,6,1,77,3,0,0,0,61,508
730B14UM,,0,1,0,1,0,15,7,1,66,6,0,1,0,58,74
511Q20MP,,0,1,0,1,0,25,1,0,83,0,0,1,0,65,105
787M55IJ,,0,1,1,0,0,25,4,0,63,2,1,1,0,54,78
329A71BD,,0,0,0,1,0,15,1,0,80,4,1,1,0,50,127
664N56MQ,,0,1,0,1,0,15,9,1,51,6,1,1,0,52,70
044C20VX,,0,1,0,1,0,25,11,1,41,5,0,1,0,72,381
130R03QK,,0,0,0,0,1,15,1,0,63,3,0,0,0,59,46
928F81PQ,,0,1,1,0,0,50,9,1,68,1,0,1,0,44,34
959K96DU,,0,0,1,1,0,15,11,1,77,5,0,1,0,22,49
854B64RQ,,1,0,0,0,1,50,10,1,70,3,0,0,0,69,44
001J07ZP,,0,1,0,1,1,15,9,0,65,4,1,1,0,62,72
511X78MT,,0,1,1,1,1,15,9,1,78,2,0,1,0,41,104
889S62SO,,0,0,0,0,1,15,4,1,63,4,0,1,0,54,53
972R38VA,,0,1,0,0,1,15,9,1,72,3,1,0,0,70,69
896E31DV,,0,1,1,1,0,25,7,0,63,3,1,0,0,0,0
983I87VS,,1,1,1,1,1,15,3,0,55,1,1,1,0,58,37
446G00WV,,1,0,1,1,1,15,3,1,63,3,1,1,0,52,104
448M29XF,,0,1,0,1,0,15,4,0,73,3,0,0,0,61,220
233A12TO,,0,1,0,0,0,15,8,0,63,0,0,1,0,37,31
832Z48YF,,0,0,0,1,1,25,6,1,84,3,1,0,0,58,301
634F46XS,,0,1,1,1,0,25,4,1,43,5,1,1,1,25,75
336H19PJ,,0,1,1,1,1,15,6,1,55,5,0,1,0,56,180
014T96KZ,,0,1,1,1,1,15,4,0,45,3,0,0,0,59,94
492M29DU,,0,1,1,0,1,25,11,1,89,6,0,1,0,70,155
223Y56KI,,0,1,0,1,1,15,4,1,57,5,1,1,1,65,86
291C69ZG,,0,1,1,0,0,15,11,1,63,3,0,0,0,60,76
856D33WB,,0,0,0,1,1,15,4,0,63,3,0,0,0,60,69
745O29RD,,0,1,1,1,0,15,3,0,63,1,1,1,0,59,100
277I59CM,,0,1,0,1,1,15,11,1,76,3,0,0,0,59,139
247D64KJ,,0,1,0,1,1,15,9,0,69,1,1,1,0,68,162
058L22HM,,0,0,0,1,0,15,3,0,48,4,1,1,0,68,125
692E51UL,,0,1,1,0,1,15,8,1,63,3,0,1,0,54,122
089T20UY,,0,0,1,1,0,15,7,1,64,3,0,1,0,45,76
102Y26QJ,,0,1,1,1,1,25,6,1,63,1,0,1,0,69,107
866V56MV,,0,1,0,0,0,25,4,0,86,3,0,1,0,55,125
488R72PR,,0,0,0,1,0,25,7,0,60,3,0,0,0,75,89
922C31PX,,0,0,0,1,0,15,1,1,89,5,1,1,0,52,91
140X86FR,,0,0,0,1,1,15,10,1,36,1,0,1,1,60,49
332Q57DR,,0,1,0,1,1,15,11,1,85,1,0,1,0,57,44
849B33OZ,,0,0,1,0,0,15,11,1,54,6,1,1,0,62,151
623J88TP,,1,0,1,1,1,50,9,0,55,4,1,1,0,66,149
732Z44VO,,0,0,1,1,0,15,11,0,93,0,1,1,0,43,52
002V56RW,,1,1,0,1,1,15,4,1,35,3,0,0,0,50,112
069U34AZ,,0,0,1,1,0,50,1,0,78,3,0,0,0,47,43
178K66EA,,1,1,1,0,1,15,4,0,46,3,0,0,0,0,0
779S33BZ,,0,0,0,1,0,15,9,1,48,3,0,1,0,67,145
158H73EV,,0,0,1,0,1,25,4,0,51,4,0,1,1,61,168
226P21PB,,0,0,0,0,1,15,9,1,60,3,0,0,0,53,114
918V91HK,,1,1,0,0,0,15,4,1,74,4,0,1,0,70,80
851L58JR,,0,1,0,0,0,15,9,1,76,1,1,1,0,52,56
721J39YE,,1,1,1,1,1,15,5,1,38,3,1,0,0,0,0
172A68CU,,0,1,0,0,1,25,1,0,40,2,1,1,0,78,104
161U45SG,,0,1,0,0,1,25,6,0,76,4,1,1,0,60,66
388A64GC,,0,1,0,0,0,25,6,0,78,6,1,1,0,51,133
197J81ZJ,,0,1,1,1,1,15,6,1,59,4,0,1,0,59,65
171R63ZN,,0,1,0,0,1,25,4,0,63,4,0,1,0,61,71
263V91MH,,0,0,0,1,0,25,3,0,63,3,0,0,0,25,54
520P53CN,,0,1,0,1,1,15,9,1,47,1,0,1,0,56,39
473D98OE,,0,1,0,0,0,25,5,0,37,2,1,1,0,46,80
531V35LW,,0,1,0,1,0,25,6,1,65,3,0,1,0,35,40
023R96SS,,1,0,0,0,0,25,8,0,92,3,0,1,0,53,74
318Y55ID,,0,1,1,1,1,25,6,1,58,1,1,1,0,43,262
287E69FI,,0,1,0,0,0,15,10,1,42,2,1,1,0,52,170
815D64CG,,1,1,1,1,0,15,3,1,53,3,0,1,0,48,71
664P16AI,,0,1,0,1,0,25,4,1,70,0,0,1,0,64,62
644M39RS,,0,1,0,0,1,25,11,1,83,3,1,0,0,70,132
771E62EU,,0,0,1,1,0,25,1,0,86,6,0,1,0,68,291
636L97GX,,0,1,1,1,1,15,6,1,63,3,0,0,0,77,406
988N36NN,,1,0,1,1,1,15,1,0,63,1,0,1,0,68,44
225O48IF,,0,0,0,1,0,15,1,0,63,2,0,1,0,48,150
797Q93VD,,0,0,0,1,0,15,5,0,72,1,1,1,1,52,50
295Y02QF,,0,0,0,1,1,25,8,1,83,2,0,1,0,61,63
972S35SZ,,0,0,1,0,1,15,10,1,60,3,0,1,0,58,34
591X01OH,,0,0,1,0,0,25,2,0,58,1,0,1,0,65,47
956L58MN,,0,1,0,0,0,25,8,1,43,3,0,0,0,79,114
046Z93MR,,0,1,0,0,1,15,3,0,63,5,1,1,0,68,542
655K29OJ,,0,0,0,0,1,25,9,0,63,4,0,1,0,35,50
594Z75MK,,0,1,1,0,1,15,6,0,74,0,0,1,0,57,62
054M37KB,,0,1,1,1,0,15,6,1,36,4,0,1,0,54,39
589F90SL,,0,0,0,1,0,25,1,0,63,3,0,0,0,69,234
896K92QI,,0,1,1,0,0,15,3,0,63,3,1,0,0,72,39
745C95RS,,1,0,1,1,1,15,9,1,80,0,0,1,0,36,187
558D59YT,,0,1,0,0,0,15,4,1,72,0,0,1,0,66,136
451K33QW,,0,0,0,0,1,15,5,0,63,3,1,0,0,66,58
515S77DL,,0,0,0,1,0,15,2,0,63,0,1,1,0,68,85
651I01ZE,,0,1,0,0,0,50,8,1,41,4,1,1,0,49,85
475W14OK,,0,1,0,0,1,15,1,0,64,0,0,1,0,62,73
880H37LS,,1,1,1,1,1,15,11,1,74,3,1,1,0,65,55
246I59GZ,,0,1,0,1,0,15,10,1,63,3,0,0,0,76,83
701I89FZ,,1,1,0,1,1,15,8,1,63,6,1,1,0,55,129
548E86SX,,1,0,0,1,0,15,9,1,63,6,0,1,0,80,103
658B96RE,,0,1,0,1,1,15,5,0,63,3,1,0,0,76,209
671C88PP,,0,1,1,1,1,15,6,1,79,1,0,1,0,57,39
393L27GI,,0,1,0,1,0,15,5,1,80,0,1,1,0,55,243
492I48UD,,0,0,0,1,1,25,6,0,80,2,0,1,0,54,169
885L97SY,,0,1,0,0,0,50,5,0,88,5,0,1,0,64,47
508U05IK,,1,0,0,1,0,15,3,0,63,3,0,0,0,47,57
836P16KV,,0,1,1,1,1,25,9,1,63,3,0,0,0,67,105
011M17IZ,,0,0,1,1,0,15,1,0,63,3,0,0,0,60,41
599S73ND,,0,1,0,0,1,25,10,1,85,1,1,1,0,37,70
064Q67YU,,0,0,1,1,0,15,1,0,47,4,1,1,0,68,147
196J39TV,,1,1,1,1,1,15,4,1,53,3,1,0,0,67,60
736U02MQ,,1,1,0,1,1,15,3,1,50,5,1,1,0,69,158
914D52QL,,0,1,0,1,0,25,4,0,62,6,0,1,0,67,111
818Q42PP,,0,1,0,1,0,25,7,0,37,1,1,1,0,68,63
919W16PE,,0,1,1,1,1,15,10,0,82,2,1,1,0,63,31
995Y49ME,,0,1,1,0,1,25,3,0,63,3,0,0,0,35,41
724O69IZ,,0,1,0,0,0,15,5,0,54,3,1,1,0,75,123
823T40DT,,0,1,0,0,1,50,4,0,33,3,1,0,0,40,39
099D84TR,,0,0,1,1,0,15,11,1,82,0,1,1,0,52,61
497Z38OM,,1,0,0,0,1,25,11,1,76,3,0,0,0,63,82
456X66XX,,1,1,0,0,1,25,10,1,65,2,1,1,0,74,109
276U22HA,,0,0,0,1,0,25,4,1,63,3,0,0,0,62,170
537S97KE,,1,0,1,1,1,50,5,0,54,4,1,1,0,64,95
589P96SF,,0,1,1,1,1,25,4,0,64,5,0,1,0,67,110
549T91HG,,1,1,1,0,0,25,8,1,78,1,1,1,0,67,50
319T77YL,,0,0,0,1,0,25,6,0,38,5,1,1,0,74,70
367Y50ON,,0,0,1,1,0,25,4,0,64,4,1,1,0,68,71
755C00VB,,0,1,1,0,0,25,7,1,56,3,1,1,0,20,94
146M61BF,,1,0,0,1,1,15,3,1,75,0,0,1,0,66,90
739V58YN,,0,0,0,1,0,25,1,0,63,3,1,0,0,39,51
411L53GV,,0,1,1,1,0,15,9,1,80,1,0,1,0,75,215
773G37CV,,0,0,0,1,1,25,7,1,84,1,0,1,0,31,31
245U68NB,,0,0,1,0,0,15,5,0,63,3,0,0,0,46,443
389U98OJ,,0,1,0,0,1,15,9,1,79,4,1,1,0,60,160
435T84TC,,0,0,0,1,0,15,2,0,53,4,1,1,0,72,92
398W40KZ,,0,0,0,0,1,15,4,0,78,1,0,1,0,51,79
458D78IZ,,1,1,0,1,1,15,10,1,77,3,0,1,0,54,248
968P73SV,,0,1,1,0,1,15,3,0,79,4,0,1,0,41,312
794O95QT,,0,0,1,1,1,15,4,0,76,0,1,1,0,46,131
243B11AB,,0,1,0,0,1,25,4,0,56,3,0,0,0,71,163
177X21SL,,1,1,0,1,1,25,10,1,63,3,0,0,0,67,24
208G91IL,,0,0,0,1,0,15,2,0,34,6,1,1,0,69,192
864Z30NU,,0,1,0,0,1,15,4,0,63,3,1,0,0,59,406
330C36SX,,0,0,1,0,0,15,3,1,72,2,0,1,0,52,91
039E95GW,,0,0,0,1,0,25,2,0,70,4,0,1,0,60,77
666Q53BD,,0,1,0,0,0,25,9,0,66,3,0,1,0,36,62
773X23PU,,0,0,0,1,1,25,5,0,39,3,1,1,0,48,134
286C25LD,,1,1,1,0,0,15,7,1,60,5,0,1,0,52,77
227V71SF,,0,1,0,1,1,15,3,1,68,0,0,1,0,59,35
099H50FI,,1,1,0,1,1,50,3,0,46,2,1,1,0,62,43
126W16PM,,0,0,0,1,0,15,2,0,63,3,0,0,0,64,35
460M81SK,,0,0,1,1,1,15,6,1,63,4,1,1,1,60,63
253K62DB,,0,0,0,0,1,15,11,1,38,6,1,1,0,58,50
036H88CX,,1,0,1,1,1,25,5,1,46,6,0,1,0,67,208
135H68LU,,0,1,0,0,0,50,10,1,63,6,0,1,0,55,287
541B58DG,,0,0,1,1,0,15,3,1,63,2,0,1,0,59,147
832M99XH,,0,1,1,1,1,25,6,1,40,3,0,1,0,68,80
632E88MJ,,0,0,0,0,1,15,6,0,90,3,0,0,0,29,59
619X02GO,,0,0,1,1,0,15,9,1,79,4,0,1,0,62,171
075Z44SE,,1,1,1,1,1,25,5,0,54,0,0,1,0,62,47
433L32TX,,0,0,1,1,0,15,8,1,48,2,1,1,0,65,55
412Z36PT,,0,1,0,1,1,15,7,0,63,3,1,1,0,57,226
299I99QU,,0,1,1,0,0,50,6,1,86,3,0,0,0,65,121
990G63NN,,0,0,0,1,0,15,2,0,48,1,0,1,0,60,161
922H25BC,,0,1,1,1,0,15,6,1,44,3,0,1,0,62,56
031F16CT,,0,1,1,1,0,15,3,1,68,4,0,1,0,63,71
847C33ZD,,0,1,1,1,0,15,4,0,39,5,0,1,0,61,147
276S77UN,,1,1,1,1,1,25,3,1,50,6,0,1,0,49,391
252T25DD,,0,0,1,1,1,50,6,0,33,4,1,1,0,66,77
137Z23UM,,0,0,0,1,0,25,1,0,75,5,0,1,0,63,194
330G97AY,,0,0,0,1,0,50,9,0,87,3,0,1,0,63,62
049L15WL,,0,0,1,1,0,15,1,0,68,3,0,1,0,61,112
509E05VM,,0,1,1,1,1,25,4,0,50,5,0,1,0,33,66
376W44VX,,1,1,0,1,1,15,6,1,28,3,1,1,0,66,82
550Z60MB,,0,1,0,1,1,15,5,0,79,2,1,1,0,64,80
671C78HF,,0,1,1,1,0,50,6,1,63,3,0,0,0,61,100
456V85VX,,1,1,1,1,1,50,11,1,71,3,0,1,0,59,88
532H11ON,,0,1,1,1,1,15,10,1,63,3,0,0,0,58,44
303E34GW,,1,1,1,1,1,50,8,1,49,1,0,1,0,40,95
594L96WI,,0,0,0,1,1,25,8,1,71,3,1,1,0,54,86
227G80DW,,0,1,0,1,0,15,1,0,63,3,0,0,0,40,53
696L38XJ,,0,0,1,1,1,25,7,1,72,5,0,1,0,47,293
815F80ZO,,0,0,0,1,0,15,2,0,72,3,1,1,0,71,128
778R81NO,,0,0,0,0,1,15,4,0,63,2,0,1,0,73,151
141R12QL,,0,1,0,0,1,25,1,0,60,3,0,1,0,58,80
765W86AT,,0,1,0,1,0,25,4,0,63,3,1,0,0,62,23
025K77RE,,0,0,1,1,0,15,11,1,64,3,0,1,0,68,127
659W04LS,,0,1,1,0,1,25,1,1,57,3,0,1,0,65,62
469E94VT,,1,0,1,0,0,15,7,0,75,3,0,0,0,37,138
065W25AF,,0,1,1,0,0,25,3,0,66,0,1,1,0,0,0
270W45OX,,0,1,1,1,0,25,11,1,66,2,0,1,0,63,83
202D84YD,,0,0,1,1,0,25,2,0,60,6,0,1,0,64,274
498U12MU,,0,0,0,1,0,25,5,0,67,4,1,1,0,45,137
296D07KK,,1,1,0,1,0,25,9,1,35,4,1,1,0,74,160
559C57DX,,0,0,0,0,1,15,4,0,65,5,0,1,0,68,94
172D52ZO,,0,1,0,1,1,50,10,1,63,3,0,0,0,61,122
600N30KG,,0,0,1,1,0,15,11,1,82,4,0,1,0,65,67
028Q46IT,,0,1,0,1,0,15,10,1,63,3,0,0,0,54,177
965N18VX,,0,0,0,1,0,25,1,0,55,6,0,1,0,67,251
719E71QG,,0,0,1,1,0,15,2,1,42,5,0,1,0,63,123
042Z73IE,,0,0,0,1,0,50,1,0,63,3,0,0,0,72,381
783W59BH,,0,1,0,1,1,15,7,0,61,3,1,0,0,70,143
089B01BA,,0,1,0,1,1,25,8,0,48,3,0,0,0,71,60
644Z11TG,,0,0,1,1,0,15,1,0,48,3,0,0,0,50,207
655O27GC,,0,1,0,1,1,15,7,0,59,6,1,1,0,59,123
087Q41KV,,0,1,0,0,0,15,3,0,50,2,0,1,0,42,248
962X54TH,,0,1,1,0,0,15,6,1,84,2,1,1,0,68,64
557X75TH,,0,0,1,1,1,15,1,1,83,3,0,0,0,40,78
799Y35YZ,,0,1,0,0,1,25,6,0,39,4,0,1,0,59,78
958P84PR,,0,0,0,1,0,25,1,0,63,3,1,0,0,25,125
247D00VX,,0,0,0,1,0,15,2,1,63,1,0,1,0,58,53
588C45KI,,0,1,0,1,0,15,3,1,63,3,0,0,0,56,182
568R02YN,,0,1,1,1,1,15,6,1,70,3,0,0,0,53,69
408L82XZ,,0,0,1,1,1,15,9,1,51,3,0,0,0,54,47
905C03GX,,0,1,0,0,0,25,2,0,63,3,1,0,0,74,104
153R46NE,,0,1,1,1,0,15,8,1,54,1,1,1,0,66,38
332O05GL,,0,1,0,0,0,15,1,0,63,3,0,0,0,21,48
652F03ZC,,0,0,1,1,0,15,1,0,63,5,1,1,0,60,83
539W43JL,,1,1,1,1,1,15,9,1,63,3,1,0,0,56,168
813Z29ED,,0,0,0,1,0,50,9,1,73,0,1,1,0,40,25
733X23KU,,0,1,1,0,0,15,5,0,82,1,1,1,2,65,67
138N29ZH,,1,0,1,1,1,25,5,1,77,3,1,1,0,54,75
153Z73LV,,0,1,1,1,0,15,11,1,75,1,1,1,0,63,72
061E84JV,,0,1,0,1,1,15,11,1,85,3,0,1,0,40,448
509C65GF,,0,1,0,1,1,15,7,1,63,3,1,0,0,71,106
188K77AW,,0,1,0,1,0,15,11,1,69,3,1,0,0,58,42
452P60QA,,1,0,0,1,1,25,11,1,90,3,0,0,0,44,112
974G44WL,,0,1,0,0,1,25,11,1,81,3,0,1,0,57,54
701K40FO,,0,1,1,0,1,15,10,1,62,6,0,1,0,60,62
494W86MC,,0,1,0,0,1,15,4,1,61,0,0,1,0,51,64
107O72XT,,0,1,1,1,1,15,11,1,42,1,1,1,0,61,38
210V33WE,,0,1,0,0,0,15,3,0,63,4,0,1,0,58,71
931Y80JH,,0,1,0,1,0,25,4,0,66,4,1,1,0,36,19
097P79YV,,0,1,1,0,1,15,10,1,46,3,0,0,0,44,87
639U53JZ,,0,1,1,0,0,15,5,1,78,3,1,1,0,63,36
355Z59VF,,0,1,1,0,1,15,5,0,63,1,0,1,0,63,40
666D60GW,,0,0,0,1,1,15,11,1,82,1,0,1,0,63,52
734S35IZ,,0,1,1,1,0,15,10,0,76,0,1,1,0,53,81
087V05BJ,,0,0,1,0,0,25,10,1,81,2,1,1,0,43,29
683S01ZS,,0,1,1,0,0,25,10,1,77,6,1,1,0,48,490
973M29PF,,0,1,1,0,1,15,5,0,42,3,0,1,0,71,81
397U71CN,,0,1,0,1,1,15,9,1,56,4,1,1,0,41,60
953J61DQ,,1,1,0,0,1,15,10,1,75,4,0,1,0,35,57
213A03OD,,0,1,0,0,0,25,4,0,81,3,0,0,0,63,52
957S08XD,,0,1,1,1,0,25,5,0,74,1,0,1,0,51,47
035U67NV,,0,1,1,1,0,25,3,0,43,0,1,1,0,0,0
927F81ON,,0,1,0,0,1,15,6,0,42,1,1,1,0,51,38
648F16RP,,0,0,0,1,1,15,7,0,63,0,0,1,0,50,67
485V16FC,,1,1,0,1,0,15,11,1,80,0,0,1,0,59,42
934G11FM,,0,0,1,1,0,50,1,0,63,3,0,0,0,59,78
526T53SO,,0,1,0,0,0,15,11,1,59,4,1,1,0,21,19
089G98NF,,0,1,1,0,0,25,4,0,90,6,0,1,0,64,182
103Q42KI,,1,0,1,1,0,15,3,1,63,2,0,1,0,71,62
929P71GC,,0,0,0,1,0,15,1,0,44,3,0,1,0,67,87
061I17NA,,1,1,0,1,1,15,11,1,69,0,0,1,0,54,23
857V68SG,,0,1,1,1,1,15,7,1,92,3,0,1,0,52,68
109T61PG,,0,0,1,1,0,15,2,0,67,0,1,1,0,66,64
468P11GF,,0,1,1,1,1,15,10,1,63,0,0,1,0,58,49
754H76WL,,0,0,1,1,0,15,4,0,49,6,1,1,0,57,143
573L19AK,,0,1,1,1,0,25,10,0,76,6,1,1,1,81,111
522L86CQ,,0,0,0,1,1,15,11,1,63,3,0,0,0,67,56
087F04RQ,,0,0,1,1,0,15,1,1,46,4,0,1,0,62,71
958W61HW,,0,1,0,0,1,15,11,1,76,0,0,1,0,59,41
891V74FS,,0,0,0,1,1,15,4,0,76,0,1,1,0,29,110
625N31NA,,0,1,0,1,1,15,6,1,73,1,1,1,0,70,132
464O25JZ,,0,1,0,0,0,15,1,0,82,1,1,1,0,73,85
215X03BG,,0,1,1,0,0,15,3,0,63,0,0,1,0,64,45
661I31US,,0,1,1,1,0,25,8,1,61,4,1,1,0,85,387
503R87CF,,0,0,1,1,0,25,1,0,38,3,0,1,0,61,99
196V26CR,,0,1,1,0,1,15,6,1,53,6,1,1,0,68,56
042B85XQ,,0,1,1,1,0,25,7,0,44,3,0,0,0,50,189
145S22VL,,1,1,0,0,1,25,4,1,63,3,0,0,0,72,102
700U60MP,,1,0,1,0,1,15,4,0,61,2,0,1,0,32,27
055C36BQ,,0,1,0,1,0,15,2,0,32,2,0,1,0,66,122
031Y38VQ,,0,0,1,0,1,25,4,0,71,3,0,0,0,59,53
450F66NY,,0,1,0,0,1,15,6,1,63,5,1,1,0,69,252
544U62UA,,0,1,0,0,0,25,1,0,63,3,1,0,0,53,40
247O60ZX,,0,1,1,1,1,15,8,1,78,1,0,1,0,53,41
013O09AO,,0,1,1,1,1,15,6,0,88,3,0,1,0,56,87
052U83MW,,0,1,1,1,1,25,3,1,53,5,1,1,0,58,50
294S70KG,,0,1,0,1,0,15,3,1,72,0,0,1,0,56,61
313X65WZ,,1,0,1,1,0,25,5,1,69,4,1,1,0,58,93
094N43UL,,1,1,0,1,0,15,3,1,68,1,0,1,0,55,44
315W67WD,,0,1,0,1,1,15,4,1,69,0,1,1,0,40,74
110Z48BX,,0,0,0,0,1,25,4,0,56,5,0,1,0,58,77
104Q23GB,,1,0,0,1,1,25,3,1,50,3,1,0,0,54,351
420Z35FC,,1,1,1,1,1,15,11,1,63,0,0,1,0,29,35
522M70BV,,0,1,0,0,0,15,3,0,74,0,0,1,0,58,56
273E11JM,,0,1,0,1,1,15,3,0,67,4,0,1,0,32,102
400G41UP,,0,1,0,1,1,25,3,0,63,3,0,0,0,69,134
715D17LO,,0,0,1,1,1,25,3,0,90,1,1,1,0,71,102
957R51FG,,1,1,1,0,1,15,6,1,44,3,0,1,0,69,135
326L78BT,,1,1,1,1,1,15,3,0,54,2,0,1,0,72,48
471B85SB,,1,0,0,1,0,15,10,1,79,0,0,1,0,49,135
917A21FW,,0,1,0,0,0,25,3,0,46,3,1,1,0,61,87
622J49PL,,0,1,1,1,1,50,11,1,91,3,0,1,0,73,81
233C44FE,,1,1,0,0,1,25,7,1,58,4,0,1,0,41,44
262R27FF,,1,1,1,1,1,25,9,1,63,3,0,0,0,50,50
037H11CX,,0,0,0,0,1,15,5,1,63,0,0,1,0,57,29
301X06PJ,,0,1,0,0,1,15,11,1,76,0,0,1,0,69,67
498D29HL,,0,1,0,0,0,25,6,1,63,4,0,1,0,33,434
996B27TX,,0,1,1,0,1,25,5,0,63,4,0,1,0,55,187
809B31DM,,0,0,1,1,1,50,3,0,72,4,1,1,0,52,210
510E06BO,,0,0,0,0,1,15,4,0,35,0,0,1,0,60,36
000J71SG,,0,0,1,1,0,15,5,0,39,3,0,0,0,71,35
798L68ZP,,0,0,1,1,0,15,7,0,41,3,1,1,0,65,76
810K01AA,,0,0,0,1,0,15,3,0,63,3,1,0,0,77,132
520Y15QK,,0,1,0,0,0,25,5,0,79,3,1,1,0,67,94
591A14OZ,,0,1,1,0,1,15,8,0,63,2,1,1,0,62,61
174H19XO,,0,1,1,0,1,15,3,1,45,3,0,1,0,55,52
065T83HV,,0,1,1,1,0,15,10,1,83,2,0,1,0,67,71
116N65EJ,,0,1,0,0,0,15,8,1,72,3,0,0,0,66,81
210M97XG,,0,0,1,1,1,15,11,1,52,3,0,1,0,58,44
157Q49ZD,,0,1,1,0,1,15,6,1,34,4,0,1,0,67,68
677J92UD,,0,1,1,1,1,15,3,1,63,3,1,0,0,65,51
203W33NV,,0,1,0,0,1,15,9,1,77,1,1,1,0,59,80
781F71OT,,0,1,1,1,0,15,4,1,56,4,1,1,0,63,42
197Y75FK,,0,1,1,0,0,15,7,0,63,0,0,1,0,59,53
834R85BZ,,1,0,1,0,1,25,7,1,68,4,0,1,0,59,135
121Q46EA,,0,0,1,0,1,15,6,0,43,3,1,0,0,69,125
482H12WQ,,0,1,0,1,0,25,1,0,50,4,1,1,0,71,72
344Z57QD,,1,1,0,1,0,25,10,1,63,3,0,0,0,35,46
984Q17TL,,0,0,0,0,1,25,3,0,54,4,0,1,0,65,175
241D01UP,,1,1,0,1,0,15,9,1,92,4,0,1,0,69,119
289P31IS,,0,1,1,0,1,25,10,1,63,1,1,1,0,61,57
824J43NU,,0,1,0,1,0,25,3,1,58,5,1,1,0,80,114
507D59CZ,,0,0,0,1,0,25,1,0,63,6,1,1,0,63,183
585U36AM,,0,1,0,0,1,15,8,1,79,4,0,1,0,49,78
461S51AJ,,0,0,0,1,0,15,2,0,37,6,0,1,0,63,63
003K18VB,,0,1,0,0,0,15,4,0,63,3,1,0,0,63,84
129S57BC,,0,1,0,0,0,15,4,0,75,2,1,1,0,52,73
126T07CT,,1,0,0,1,0,15,9,1,86,1,0,1,0,50,241
961G72QI,,0,0,0,1,0,15,5,0,56,6,1,1,0,67,76
830A73SF,,0,1,0,0,1,15,1,1,63,3,0,0,0,69,87
011C95CX,,0,0,1,0,1,25,6,0,34,3,1,1,0,68,141
857B86HE,,0,0,1,1,0,15,2,0,56,4,1,1,0,55,143
687Q04LK,,0,1,1,1,0,15,3,1,66,3,0,1,0,53,56
785L55IX,,0,0,1,1,0,25,10,1,55,5,0,1,0,68,83
744Y30UX,,1,0,0,0,1,50,4,0,63,4,1,1,0,79,143
520Y61WN,,1,1,0,0,1,15,4,0,63,3,0,0,0,48,358
690T14WE,,0,0,0,1,1,15,4,1,63,3,0,0,0,51,204
543K70TH,,0,1,1,1,1,15,4,1,63,1,1,1,0,24,160
672G83LJ,,0,1,0,0,1,50,1,0,63,3,1,0,0,59,104
893M19LI,,0,1,1,0,1,15,1,1,58,5,0,1,0,49,83
765L65HU,,0,1,0,0,0,25,3,0,63,3,0,0,0,67,555
800T27BS,,0,1,0,0,1,15,7,1,51,0,0,1,0,52,83
441K37WQ,,0,0,1,0,0,15,11,1,63,3,0,0,0,42,160
076J01TU,,0,1,1,1,1,15,7,0,66,3,1,1,0,67,52
958E64OW,,0,1,1,1,1,15,3,0,72,2,1,1,0,68,79
568C97JE,,0,1,0,0,0,15,5,0,63,0,0,1,0,57,52
517C99JY,,0,1,0,1,1,15,11,1,86,0,1,1,0,62,32
227B82DA,,0,1,1,0,0,50,5,0,54,3,1,1,0,56,83
686H04DK,,1,1,0,1,1,15,5,1,78,3,1,0,0,73,142
705K39AK,,0,1,1,0,1,25,1,0,42,2,0,1,0,49,95
560L40LT,,0,1,0,0,1,15,5,0,50,5,0,1,0,46,170
527T54QX,,0,1,0,0,1,15,8,0,49,5,1,1,0,66,105
373X10ZT,,0,1,0,0,1,25,4,0,44,6,0,1,0,0,0
302Q75LL,,0,1,1,0,0,25,9,0,47,2,0,1,0,71,74
135M86MP,,0,1,0,0,0,15,7,1,76,2,0,1,0,58,215
701W92CO,,0,0,1,0,0,15,10,1,92,0,0,1,0,64,94
424K15ED,,0,1,1,0,0,25,11,1,67,6,0,1,0,71,179
417S27GP,,0,1,0,1,1,15,10,1,63,4,0,1,0,59,204
909W44HY,,1,1,0,1,0,15,4,0,57,6,0,1,0,37,172
139B02HE,,0,1,1,0,1,25,6,0,73,1,0,1,0,37,31
868G31RI,,0,1,1,0,0,15,10,1,75,1,1,1,0,62,59
702D01AH,,0,0,0,0,1,15,1,1,40,4,1,1,0,62,166
999Q95QN,,0,0,0,1,1,25,4,0,36,4,1,1,0,50,77
